MemberEventKey,MemberID,ProgramCode,ProgramDate,ParticipationStatus,Rank,CorrectedRank,RankCode,Promotion,PromotionFrom,PromotionTo,InterestBadges,Advancements,PCode,FullCode,ImageFile
C0055|P0102,C0055,P0102,2019-10-19,0,Second,Second,R03,,,,,,0,"R03,0",R03_0.png
C0055|P0103,C0055,P0103,2019-10-25,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0055|P0104,C0055,P0104,2019-11-01,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0055|P0105,C0055,P0105,2019-11-08,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0055|P0106,C0055,P0106,2019-11-15,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0055|P0107,C0055,P0107,2019-11-22,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0055|P0108,C0055,P0108,2019-11-29,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0056|P0005,C0056,P0005,2017-08-25,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0056|P0006,C0056,P0006,2017-09-01,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0056|P0007,C0056,P0007,2017-09-08,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0056|P0008,C0056,P0008,2017-09-15,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0056|P0009,C0056,P0009,2017-09-16,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0056|P0010,C0056,P0010,2017-10-13,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0056|P0011,C0056,P0011,2017-10-20,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0056|P0012,C0056,P0012,2017-10-21,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0056|P0013,C0056,P0013,2017-10-27,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0056|P0014,C0056,P0014,2017-10-28,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0056|P0015,C0056,P0015,2017-11-03,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0056|P0016,C0056,P0016,2017-11-10,1,Member,Member,R02,,,,,AD001,AD001,"R02,AD001",R02_AD001.png
C0056|P0017,C0056,P0017,2017-11-17,1,Member,Member,R02,,,,IB027,,IB027,"R02,IB027",R02_IB027.png
C0056|P0018,C0056,P0018,2017-11-24,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0020,C0056,P0020,2018-01-26,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0021,C0056,P0021,2018-02-02,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0022,C0056,P0022,2018-02-09,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0023,C0056,P0023,2018-02-10,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0024,C0056,P0024,2018-02-16,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0025,C0056,P0025,2018-02-23,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0026,C0056,P0026,2018-02-25,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0027,C0056,P0027,2018-03-02,1,Member,Member,R02,,,,IB059,,IB059,"R02,IB059",R02_IB059.png
C0056|P0028,C0056,P0028,2018-03-09,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0029,C0056,P0029,2018-03-16,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0030,C0056,P0030,2018-03-23,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0031,C0056,P0031,2018-04-20,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0032,C0056,P0032,2018-05-04,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0033,C0056,P0033,2018-05-11,1,Member,Member,R02,,,,IB037,,IB037,"R02,IB037",R02_IB037.png
C0056|P0034,C0056,P0034,2018-05-18,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0036,C0056,P0036,2018-05-25,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0037,C0056,P0037,2018-06-01,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0039,C0056,P0039,2018-06-08,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0040,C0056,P0040,2018-06-15,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0041,C0056,P0041,2018-06-22,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0042,C0056,P0042,2018-07-27,1,Member,Member,R02,,,,IB023,,IB023,"R02,IB023",R02_IB023.png
C0056|P0043,C0056,P0043,2018-08-03,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0044,C0056,P0044,2018-08-17,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0046,C0056,P0046,2018-08-24,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0047,C0056,P0047,2018-08-31,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0048,C0056,P0048,2018-09-08,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0049,C0056,P0049,2018-09-09,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0050,C0056,P0050,2018-09-14,1,Member,Member,R02,,,,IB028,,IB028,"R02,IB028",R02_IB028.png
C0056|P0051,C0056,P0051,2018-09-15,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0052,C0056,P0052,2018-10-06,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0053,C0056,P0053,2018-10-12,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0054,C0056,P0054,2018-10-19,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0055,C0056,P0055,2018-10-20,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0056,C0056,P0056,2018-10-26,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0057,C0056,P0057,2018-11-02,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0058,C0056,P0058,2018-11-03,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0059,C0056,P0059,2018-11-09,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0060,C0056,P0060,2018-11-16,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0061,C0056,P0061,2018-11-23,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0063,C0056,P0063,2019-01-18,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0064,C0056,P0064,2019-01-19,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0065,C0056,P0065,2019-01-25,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0066,C0056,P0066,2019-02-01,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0067,C0056,P0067,2019-02-08,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0068,C0056,P0068,2019-02-16,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0069,C0056,P0069,2019-02-17,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0056|P0070,C0056,P0070,2019-02-22,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0071,C0056,P0071,2019-02-24,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0056|P0086,C0056,P0086,2019-07-13,1,Second,Second,R03,Member → Second,Member,Second,"IB015,IB057",,"Second,IB015,IB057","R03,Second,IB015,IB057",R03_Second_IB015_IB057.png
C0056|P0087,C0056,P0087,2019-07-19,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0056|P0088,C0056,P0088,2019-07-26,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0056|P0089,C0056,P0089,2019-08-02,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0056|P0090,C0056,P0090,2019-08-16,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0056|P0091,C0056,P0091,2019-08-23,0,Second,Second,R03,,,,,,0,"R03,0",R03_0.png
C0056|P0092,C0056,P0092,2019-08-24,0,Second,Second,R03,,,,,,0,"R03,0",R03_0.png
C0056|P0093,C0056,P0093,2019-08-25,0,Second,Second,R03,,,,,,0,"R03,0",R03_0.png
C0056|P0094,C0056,P0094,2019-08-30,0,Second,Second,R03,,,,,,0,"R03,0",R03_0.png
C0056|P0095,C0056,P0095,2019-09-06,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0056|P0096,C0056,P0096,2019-09-13,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0056|P0097,C0056,P0097,2019-09-20,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0056|P0098,C0056,P0098,2019-09-28,1,Second,Second,R03,,,,,,Tick,"R03,Tick",R03_Tick.png
C0056|P0099,C0056,P0099,2019-10-11,0,Second,Second,R03,,,,,,0,"R03,0",R03_0.png
C0056|P0100,C0056,P0100,2019-10-18,1,Sixer,Sixer,R04,Second → Sixer,Second,Sixer,,,Sixer,"R04,Sixer",R04_Sixer.png
C0056|P0101,C0056,P0101,2019-10-19,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0102,C0056,P0102,2019-10-19,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0103,C0056,P0103,2019-10-25,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0104,C0056,P0104,2019-11-01,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0105,C0056,P0105,2019-11-08,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0106,C0056,P0106,2019-11-15,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0107,C0056,P0107,2019-11-22,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0108,C0056,P0108,2019-11-29,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0109,C0056,P0109,2020-01-17,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0110,C0056,P0110,2020-01-24,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0111,C0056,P0111,2020-01-31,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0112,C0056,P0112,2020-01-31,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0113,C0056,P0113,2020-02-07,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0114,C0056,P0114,2020-02-14,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0115,C0056,P0115,2020-02-21,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0116,C0056,P0116,2020-02-23,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0117,C0056,P0117,2020-02-28,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0118,C0056,P0118,2020-03-07,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0119,C0056,P0119,2020-03-08,0,Sixer,Sixer,R04,,,,,,0,"R04,0",R04_0.png
C0056|P0120,C0056,P0120,2020-03-13,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0122,C0056,P0122,2020-04-03,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0123,C0056,P0123,2020-04-17,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0124,C0056,P0124,2020-04-24,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0125,C0056,P0125,2020-05-08,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0126,C0056,P0126,2020-05-15,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0127,C0056,P0127,2020-05-22,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0128,C0056,P0128,2020-05-30,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0056|P0129,C0056,P0129,2020-06-05,1,Sixer,Sixer,R04,,,,,,Tick,"R04,Tick",R04_Tick.png
C0057|P0005,C0057,P0005,2017-08-25,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0057|P0006,C0057,P0006,2017-09-01,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0057|P0007,C0057,P0007,2017-09-08,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0057|P0008,C0057,P0008,2017-09-15,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0057|P0009,C0057,P0009,2017-09-16,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0057|P0010,C0057,P0010,2017-10-13,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0057|P0011,C0057,P0011,2017-10-20,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0057|P0012,C0057,P0012,2017-10-21,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0057|P0013,C0057,P0013,2017-10-27,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0057|P0014,C0057,P0014,2017-10-28,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0057|P0015,C0057,P0015,2017-11-03,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0057|P0016,C0057,P0016,2017-11-10,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0057|P0017,C0057,P0017,2017-11-17,1,Member,Member,R02,,,,,AD001,AD001,"R02,AD001",R02_AD001.png
C0058|P0010,C0058,P0010,2017-10-13,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0058|P0011,C0058,P0011,2017-10-20,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0058|P0012,C0058,P0012,2017-10-21,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0058|P0013,C0058,P0013,2017-10-27,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0059|P0011,C0059,P0011,2017-10-20,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0059|P0012,C0059,P0012,2017-10-21,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0059|P0013,C0059,P0013,2017-10-27,1,Chum,Chum,R01,,,,"IB055,IB061",,"IB055,IB061","R01,IB055,IB061",R01_IB055_IB061.png
C0059|P0014,C0059,P0014,2017-10-28,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0059|P0015,C0059,P0015,2017-11-03,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0059|P0016,C0059,P0016,2017-11-10,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0059|P0017,C0059,P0017,2017-11-17,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0059|P0018,C0059,P0018,2017-11-24,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0059|P0020,C0059,P0020,2018-01-26,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0059|P0021,C0059,P0021,2018-02-02,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0059|P0022,C0059,P0022,2018-02-09,1,Member,Member,R02,,,,,AD001,AD001,"R02,AD001",R02_AD001.png
C0059|P0023,C0059,P0023,2018-02-10,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0059|P0024,C0059,P0024,2018-02-16,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0059|P0025,C0059,P0025,2018-02-23,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0059|P0026,C0059,P0026,2018-02-25,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0059|P0027,C0059,P0027,2018-03-02,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0059|P0028,C0059,P0028,2018-03-09,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0059|P0029,C0059,P0029,2018-03-16,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0059|P0030,C0059,P0030,2018-03-23,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0059|P0031,C0059,P0031,2018-04-20,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0059|P0032,C0059,P0032,2018-05-04,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0059|P0033,C0059,P0033,2018-05-11,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0059|P0034,C0059,P0034,2018-05-18,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0059|P0036,C0059,P0036,2018-05-25,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0059|P0037,C0059,P0037,2018-06-01,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0059|P0039,C0059,P0039,2018-06-08,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0059|P0040,C0059,P0040,2018-06-15,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0011,C0060,P0011,2017-10-20,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0060|P0012,C0060,P0012,2017-10-21,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0060|P0013,C0060,P0013,2017-10-27,1,Chum,Chum,R01,,,,"IB055,IB061",,"IB055,IB061","R01,IB055,IB061",R01_IB055_IB061.png
C0060|P0014,C0060,P0014,2017-10-28,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0060|P0015,C0060,P0015,2017-11-03,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0060|P0016,C0060,P0016,2017-11-10,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0060|P0017,C0060,P0017,2017-11-17,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0060|P0018,C0060,P0018,2017-11-24,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0060|P0020,C0060,P0020,2018-01-26,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0060|P0021,C0060,P0021,2018-02-02,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0060|P0022,C0060,P0022,2018-02-09,1,Member,Member,R02,,,,,AD001,AD001,"R02,AD001",R02_AD001.png
C0060|P0023,C0060,P0023,2018-02-10,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0060|P0024,C0060,P0024,2018-02-16,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0025,C0060,P0025,2018-02-23,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0026,C0060,P0026,2018-02-25,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0060|P0027,C0060,P0027,2018-03-02,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0060|P0028,C0060,P0028,2018-03-09,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0060|P0029,C0060,P0029,2018-03-16,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0030,C0060,P0030,2018-03-23,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0031,C0060,P0031,2018-04-20,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0032,C0060,P0032,2018-05-04,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0033,C0060,P0033,2018-05-11,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0060|P0034,C0060,P0034,2018-05-18,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0060|P0036,C0060,P0036,2018-05-25,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0037,C0060,P0037,2018-06-01,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0039,C0060,P0039,2018-06-08,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0060|P0040,C0060,P0040,2018-06-15,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0020,C0061,P0020,2018-01-26,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0061|P0021,C0061,P0021,2018-02-02,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0061|P0022,C0061,P0022,2018-02-09,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0061|P0023,C0061,P0023,2018-02-10,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0061|P0024,C0061,P0024,2018-02-16,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0061|P0025,C0061,P0025,2018-02-23,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0061|P0026,C0061,P0026,2018-02-25,1,Chum,Chum,R01,,,,,,Tick,"R01,Tick",R01_Tick.png
C0061|P0027,C0061,P0027,2018-03-02,1,Chum,Chum,R01,,,,IB059,,IB059,"R01,IB059",R01_IB059.png
C0061|P0028,C0061,P0028,2018-03-09,0,Chum,Chum,R01,,,,,,0,"R01,0",R01_0.png
C0061|P0029,C0061,P0029,2018-03-16,1,Member,Member,R02,,,,,AD001,AD001,"R02,AD001",R02_AD001.png
C0061|P0031,C0061,P0031,2018-04-20,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0032,C0061,P0032,2018-05-04,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0033,C0061,P0033,2018-05-11,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0034,C0061,P0034,2018-05-18,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0035,C0061,P0035,2018-05-19,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0036,C0061,P0036,2018-05-25,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0061|P0037,C0061,P0037,2018-06-01,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0038,C0061,P0038,2018-06-02,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0039,C0061,P0039,2018-06-08,1,Member,Member,R02,,,,"IB015,IB052",,"IB015,IB052","R02,IB015,IB052",R02_IB015_IB052.png
C0061|P0040,C0061,P0040,2018-06-15,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0041,C0061,P0041,2018-06-22,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0042,C0061,P0042,2018-07-27,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0043,C0061,P0043,2018-08-03,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0044,C0061,P0044,2018-08-17,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0061|P0046,C0061,P0046,2018-08-24,1,Member,Member,R02,,,,IB038,,IB038,"R02,IB038",R02_IB038.png
C0061|P0047,C0061,P0047,2018-08-31,1,Member,Member,R02,,,,IB028,,IB028,"R02,IB028",R02_IB028.png
C0061|P0048,C0061,P0048,2018-09-08,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0061|P0049,C0061,P0049,2018-09-09,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0061|P0050,C0061,P0050,2018-09-14,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0052,C0061,P0052,2018-10-06,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0053,C0061,P0053,2018-10-12,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0054,C0061,P0054,2018-10-19,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0055,C0061,P0055,2018-10-20,0,Member,Member,R02,,,,,,0,"R02,0",R02_0.png
C0061|P0056,C0061,P0056,2018-10-26,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0057,C0061,P0057,2018-11-02,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0058,C0061,P0058,2018-11-03,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0059,C0061,P0059,2018-11-09,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0060,C0061,P0060,2018-11-16,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0061,C0061,P0061,2018-11-23,1,Member,Member,R02,,,,IB025,,IB025,"R02,IB025",R02_IB025.png
C0061|P0063,C0061,P0063,2019-01-18,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0064,C0061,P0064,2019-01-19,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0065,C0061,P0065,2019-01-25,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0066,C0061,P0066,2019-02-01,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0067,C0061,P0067,2019-02-08,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0068,C0061,P0068,2019-02-16,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0069,C0061,P0069,2019-02-17,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0070,C0061,P0070,2019-02-22,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
C0061|P0071,C0061,P0071,2019-02-24,1,Member,Member,R02,,,,,,Tick,"R02,Tick",R02_Tick.png
